Symbol,Interval,Time,Open Price,Close Price,High Price,Low Price,Volume
XRPUSDT,4h,2023-05-30 03:00:00,0.4946,0.4972,0.4991,0.4893,72858442.0
XRPUSDT,4h,2023-05-30 07:00:00,0.4971,0.5014,0.505,0.4959,103904508.0
XRPUSDT,4h,2023-05-30 11:00:00,0.5013,0.5025,0.506,0.4984,76166700.0
XRPUSDT,4h,2023-05-30 15:00:00,0.5026,0.5047,0.5091,0.4937,89160711.0
XRPUSDT,4h,2023-05-30 19:00:00,0.5047,0.5202,0.5258,0.5025,218686110.0
XRPUSDT,4h,2023-05-30 23:00:00,0.5202,0.5205,0.5293,0.5086,102114760.0
XRPUSDT,4h,2023-05-31 03:00:00,0.5205,0.5274,0.528,0.5162,72464709.0
XRPUSDT,4h,2023-05-31 07:00:00,0.5275,0.509,0.5276,0.5078,107769783.0
XRPUSDT,4h,2023-05-31 11:00:00,0.509,0.5113,0.5136,0.501,91891090.0
XRPUSDT,4h,2023-05-31 15:00:00,0.5113,0.5049,0.5142,0.5014,73036944.0
XRPUSDT,4h,2023-05-31 19:00:00,0.505,0.5141,0.5164,0.5009,47852744.0
XRPUSDT,4h,2023-05-31 23:00:00,0.5141,0.5166,0.52,0.5116,47901774.0
XRPUSDT,4h,2023-06-01 03:00:00,0.5167,0.5083,0.5167,0.5024,110991138.0
XRPUSDT,4h,2023-06-01 07:00:00,0.5082,0.5047,0.509,0.5023,57294114.0
XRPUSDT,4h,2023-06-01 11:00:00,0.5046,0.5053,0.5078,0.5028,41049979.0
XRPUSDT,4h,2023-06-01 15:00:00,0.5052,0.5053,0.5083,0.5014,43492515.0
XRPUSDT,4h,2023-06-01 19:00:00,0.5053,0.5075,0.5096,0.5031,44930752.0
XRPUSDT,4h,2023-06-01 23:00:00,0.5075,0.5065,0.51,0.5052,23023920.0
XRPUSDT,4h,2023-06-02 03:00:00,0.5065,0.516,0.517,0.5033,58352370.0
XRPUSDT,4h,2023-06-02 07:00:00,0.516,0.5155,0.5197,0.514,54994661.0
XRPUSDT,4h,2023-06-02 11:00:00,0.5154,0.5147,0.516,0.5132,40928728.0
XRPUSDT,4h,2023-06-02 15:00:00,0.5147,0.5188,0.5195,0.512,58691987.0
XRPUSDT,4h,2023-06-02 19:00:00,0.5188,0.5265,0.5271,0.5165,48324432.0
XRPUSDT,4h,2023-06-02 23:00:00,0.5265,0.5244,0.5266,0.5219,31756783.0
XRPUSDT,4h,2023-06-03 03:00:00,0.5245,0.5234,0.525,0.5192,21039818.0
XRPUSDT,4h,2023-06-03 07:00:00,0.5234,0.5245,0.534,0.522,46435197.0
XRPUSDT,4h,2023-06-03 11:00:00,0.5245,0.5228,0.5253,0.5214,22566171.0
XRPUSDT,4h,2023-06-03 15:00:00,0.5228,0.5215,0.523,0.5175,35284807.0
XRPUSDT,4h,2023-06-03 19:00:00,0.5215,0.5201,0.5232,0.5144,32364710.0
XRPUSDT,4h,2023-06-03 23:00:00,0.5201,0.5188,0.522,0.5183,14448426.0
XRPUSDT,4h,2023-06-04 03:00:00,0.5188,0.5216,0.5234,0.5151,22435832.0
XRPUSDT,4h,2023-06-04 07:00:00,0.5217,0.5254,0.526,0.5196,22767052.0
XRPUSDT,4h,2023-06-04 11:00:00,0.5254,0.5245,0.5269,0.5224,26579363.0
XRPUSDT,4h,2023-06-04 15:00:00,0.5246,0.5358,0.5381,0.5236,54222199.0
XRPUSDT,4h,2023-06-04 19:00:00,0.5359,0.5383,0.5397,0.5317,46600786.0
XRPUSDT,4h,2023-06-04 23:00:00,0.5382,0.5359,0.547,0.5336,77629936.0
XRPUSDT,4h,2023-06-05 03:00:00,0.5359,0.5306,0.5431,0.5277,75945229.0
XRPUSDT,4h,2023-06-05 07:00:00,0.5306,0.5344,0.5405,0.5298,67426215.0
XRPUSDT,4h,2023-06-05 11:00:00,0.5343,0.5346,0.5374,0.5303,50076342.0
XRPUSDT,4h,2023-06-05 15:00:00,0.5345,0.5043,0.5388,0.503,156274519.0
XRPUSDT,4h,2023-06-05 19:00:00,0.5044,0.5045,0.515,0.4867,190870242.0
XRPUSDT,4h,2023-06-05 23:00:00,0.5044,0.509,0.5126,0.4957,76401267.0
XRPUSDT,4h,2023-06-06 03:00:00,0.5089,0.5063,0.5118,0.5024,69319859.0
XRPUSDT,4h,2023-06-06 07:00:00,0.5063,0.5055,0.5142,0.5037,67386346.0
XRPUSDT,4h,2023-06-06 11:00:00,0.5056,0.5088,0.5118,0.5055,45475030.0
XRPUSDT,4h,2023-06-06 15:00:00,0.5087,0.5113,0.5138,0.4952,121975331.0
XRPUSDT,4h,2023-06-06 19:00:00,0.5112,0.5283,0.5296,0.507,82913770.0
XRPUSDT,4h,2023-06-06 23:00:00,0.5283,0.53,0.5328,0.5224,71343122.0
XRPUSDT,4h,2023-06-07 03:00:00,0.53,0.5274,0.5318,0.5238,57507085.0
XRPUSDT,4h,2023-06-07 07:00:00,0.5274,0.5261,0.5384,0.5255,80899279.0
XRPUSDT,4h,2023-06-07 11:00:00,0.5262,0.533,0.533,0.5178,73984906.0
XRPUSDT,4h,2023-06-07 15:00:00,0.533,0.5176,0.5338,0.5129,104885407.0
XRPUSDT,4h,2023-06-07 19:00:00,0.5175,0.5182,0.5191,0.507,83666958.0
XRPUSDT,4h,2023-06-07 23:00:00,0.5183,0.5183,0.5269,0.5136,66530540.0
XRPUSDT,4h,2023-06-08 03:00:00,0.5183,0.5178,0.522,0.5156,49045200.0
XRPUSDT,4h,2023-06-08 07:00:00,0.5177,0.5199,0.524,0.5171,49905426.0
XRPUSDT,4h,2023-06-08 11:00:00,0.5199,0.5187,0.5226,0.5159,42065343.0
XRPUSDT,4h,2023-06-08 15:00:00,0.5187,0.5244,0.5257,0.517,56888184.0
XRPUSDT,4h,2023-06-08 19:00:00,0.5244,0.5235,0.5249,0.5186,31066140.0
XRPUSDT,4h,2023-06-08 23:00:00,0.5235,0.5236,0.5278,0.523,34011958.0
XRPUSDT,4h,2023-06-09 03:00:00,0.5237,0.5243,0.5263,0.5214,38697948.0
XRPUSDT,4h,2023-06-09 07:00:00,0.5242,0.524,0.5265,0.5205,39001887.0
XRPUSDT,4h,2023-06-09 11:00:00,0.5241,0.529,0.5297,0.5239,47574861.0
XRPUSDT,4h,2023-06-09 15:00:00,0.529,0.5313,0.5418,0.5283,108540691.0
XRPUSDT,4h,2023-06-09 19:00:00,0.5313,0.5316,0.5352,0.5275,49599617.0
XRPUSDT,4h,2023-06-09 23:00:00,0.5315,0.538,0.54,0.5311,68653619.0
XRPUSDT,4h,2023-06-10 03:00:00,0.538,0.5221,0.5388,0.5202,72331196.0
XRPUSDT,4h,2023-06-10 07:00:00,0.5221,0.4898,0.5248,0.472,277167073.0
XRPUSDT,4h,2023-06-10 11:00:00,0.4898,0.4953,0.4956,0.4855,74365895.0
XRPUSDT,4h,2023-06-10 15:00:00,0.4954,0.4899,0.4954,0.4864,57980248.0
XRPUSDT,4h,2023-06-10 19:00:00,0.4899,0.5052,0.5073,0.483,91443377.0
XRPUSDT,4h,2023-06-10 23:00:00,0.5052,0.5067,0.5119,0.5011,36014530.0
XRPUSDT,4h,2023-06-11 03:00:00,0.5067,0.5057,0.5093,0.5032,29424372.0
XRPUSDT,4h,2023-06-11 07:00:00,0.5058,0.5055,0.5077,0.5027,24616274.0
XRPUSDT,4h,2023-06-11 11:00:00,0.5056,0.5085,0.51,0.5036,26806018.0
XRPUSDT,4h,2023-06-11 15:00:00,0.5085,0.5086,0.5101,0.5055,30787813.0
XRPUSDT,4h,2023-06-11 19:00:00,0.5086,0.5249,0.5293,0.5085,64692561.0
XRPUSDT,4h,2023-06-11 23:00:00,0.525,0.5208,0.5285,0.5138,44875442.0
XRPUSDT,4h,2023-06-12 03:00:00,0.5209,0.5142,0.5231,0.5086,77561765.0
XRPUSDT,4h,2023-06-12 07:00:00,0.5142,0.5126,0.5182,0.5113,51116081.0
XRPUSDT,4h,2023-06-12 11:00:00,0.5125,0.5189,0.5231,0.5113,60979790.0
XRPUSDT,4h,2023-06-12 15:00:00,0.5188,0.5146,0.5207,0.5124,51415958.0
XRPUSDT,4h,2023-06-12 19:00:00,0.5146,0.5222,0.5234,0.5123,67416406.0
XRPUSDT,4h,2023-06-12 23:00:00,0.5222,0.5251,0.528,0.5211,48057544.0
