Symbol,Interval,Time,Open Price,Close Price,High Price,Low Price,Volume
BTCUSDT,1h,2023-06-10 00:00:00,26451.16,26479.52,26499.5,26445.75,534.364
BTCUSDT,1h,2023-06-10 01:00:00,26479.51,26492.69,26500.0,26458.07,472.82674
BTCUSDT,1h,2023-06-10 02:00:00,26492.69,26477.81,26498.17,26449.78,581.60717
BTCUSDT,1h,2023-06-10 03:00:00,26477.8,26459.99,26487.26,26450.0,665.29959
BTCUSDT,1h,2023-06-10 04:00:00,26459.99,26396.93,26533.87,26311.31,1547.82949
BTCUSDT,1h,2023-06-10 05:00:00,26396.94,26326.92,26437.08,26280.0,1554.34919
BTCUSDT,1h,2023-06-10 06:00:00,26326.93,26323.07,26365.74,26266.0,1254.18152
BTCUSDT,1h,2023-06-10 07:00:00,26323.07,25765.28,26349.17,25715.46,9775.41263
BTCUSDT,1h,2023-06-10 08:00:00,25765.29,25518.06,25808.12,25456.41,7756.38422
BTCUSDT,1h,2023-06-10 09:00:00,25518.06,25538.81,25638.93,25457.46,5172.6708
BTCUSDT,1h,2023-06-10 10:00:00,25538.81,25651.09,25743.8,25493.27,5389.58832
BTCUSDT,1h,2023-06-10 11:00:00,25651.08,25669.07,25750.25,25561.25,3349.48241
BTCUSDT,1h,2023-06-10 12:00:00,25669.06,25651.88,25682.78,25614.85,1441.75021
BTCUSDT,1h,2023-06-10 13:00:00,25651.89,25698.31,25701.68,25598.49,1177.12476
BTCUSDT,1h,2023-06-10 14:00:00,25698.3,25731.4,25739.29,25659.07,1197.11154
BTCUSDT,1h,2023-06-10 15:00:00,25731.41,25616.18,25731.41,25608.58,1533.2788
BTCUSDT,1h,2023-06-10 16:00:00,25616.19,25657.49,25679.06,25572.94,1219.23391
BTCUSDT,1h,2023-06-10 17:00:00,25657.5,25668.34,25706.57,25627.0,1412.86466
BTCUSDT,1h,2023-06-10 18:00:00,25668.35,25628.8,25679.93,25600.0,1103.39326
BTCUSDT,1h,2023-06-10 19:00:00,25628.81,25588.67,25649.5,25582.01,1188.53634
BTCUSDT,1h,2023-06-10 20:00:00,25588.67,26022.34,26154.0,25400.0,7288.3803
BTCUSDT,1h,2023-06-10 21:00:00,26022.34,25547.28,26043.49,25358.0,4939.79125
BTCUSDT,1h,2023-06-10 22:00:00,25547.28,25750.0,25750.95,25540.56,1558.2151
BTCUSDT,1h,2023-06-10 23:00:00,25750.01,25751.25,25873.54,25679.59,1741.52798
BTCUSDT,1h,2023-06-11 00:00:00,25751.25,25761.28,25829.72,25687.26,928.70332
BTCUSDT,1h,2023-06-11 01:00:00,25761.29,25875.16,25932.02,25745.78,1084.6685
BTCUSDT,1h,2023-06-11 02:00:00,25875.17,25841.21,25892.38,25830.0,664.82298
BTCUSDT,1h,2023-06-11 03:00:00,25841.22,25750.28,25850.0,25730.86,1006.26589
BTCUSDT,1h,2023-06-11 04:00:00,25750.27,25824.99,25864.32,25718.97,1035.45895
BTCUSDT,1h,2023-06-11 05:00:00,25824.99,25766.72,25827.93,25747.28,1166.38053
BTCUSDT,1h,2023-06-11 06:00:00,25766.71,25727.51,25770.0,25695.0,1010.00082
BTCUSDT,1h,2023-06-11 07:00:00,25727.51,25727.74,25759.99,25634.7,1218.85905
BTCUSDT,1h,2023-06-11 08:00:00,25727.74,25819.1,25834.59,25727.74,913.31373
BTCUSDT,1h,2023-06-11 09:00:00,25819.1,25786.49,25823.91,25767.34,595.08665
BTCUSDT,1h,2023-06-11 10:00:00,25786.49,25741.33,25796.88,25740.02,941.71498
BTCUSDT,1h,2023-06-11 11:00:00,25741.32,25740.2,25768.54,25695.08,643.87081
BTCUSDT,1h,2023-06-11 12:00:00,25740.21,25706.26,25772.97,25701.42,797.94329
BTCUSDT,1h,2023-06-11 13:00:00,25706.25,25774.08,25795.27,25695.0,1170.50916
BTCUSDT,1h,2023-06-11 14:00:00,25774.08,25796.06,25842.44,25757.13,1164.36338
BTCUSDT,1h,2023-06-11 15:00:00,25796.05,25750.0,25798.72,25747.61,809.95086
BTCUSDT,1h,2023-06-11 16:00:00,25750.01,25703.33,25776.13,25672.68,1389.19458
BTCUSDT,1h,2023-06-11 17:00:00,25703.32,25753.19,25806.11,25694.72,950.1524
BTCUSDT,1h,2023-06-11 18:00:00,25753.18,25751.36,25778.08,25732.95,932.80837
BTCUSDT,1h,2023-06-11 19:00:00,25751.36,25868.39,25953.24,25738.07,2437.41159
BTCUSDT,1h,2023-06-11 20:00:00,25868.39,25941.63,26080.74,25836.88,2832.13906
BTCUSDT,1h,2023-06-11 21:00:00,25941.63,25975.0,26047.58,25927.86,1574.00804
BTCUSDT,1h,2023-06-11 22:00:00,25974.99,26030.89,26106.66,25934.56,1470.74385
BTCUSDT,1h,2023-06-11 23:00:00,26030.89,26123.68,26206.88,26030.88,1809.46899
BTCUSDT,1h,2023-06-12 00:00:00,26123.69,26046.37,26139.78,25972.64,963.47924
BTCUSDT,1h,2023-06-12 01:00:00,26046.37,25895.8,26070.0,25745.03,2097.21566
BTCUSDT,1h,2023-06-12 02:00:00,25895.79,25925.55,25938.8,25819.66,1083.95607
BTCUSDT,1h,2023-06-12 03:00:00,25925.54,25965.13,26028.5,25856.84,1363.72265
BTCUSDT,1h,2023-06-12 04:00:00,25965.13,25935.17,26000.0,25891.66,1111.02989
BTCUSDT,1h,2023-06-12 05:00:00,25935.17,25773.47,25959.56,25602.11,3157.17512
BTCUSDT,1h,2023-06-12 06:00:00,25773.48,25791.29,25848.84,25752.87,1034.01167
BTCUSDT,1h,2023-06-12 07:00:00,25791.29,25814.98,25823.53,25756.57,1104.75677
BTCUSDT,1h,2023-06-12 08:00:00,25814.99,25772.8,25818.89,25762.57,771.01816
BTCUSDT,1h,2023-06-12 09:00:00,25772.8,25844.34,25905.63,25744.06,1131.26471
BTCUSDT,1h,2023-06-12 10:00:00,25844.34,25802.98,25858.31,25773.2,889.02955
BTCUSDT,1h,2023-06-12 11:00:00,25802.97,25939.32,25948.91,25780.0,1461.74645
BTCUSDT,1h,2023-06-12 12:00:00,25939.31,25965.1,26106.48,25920.0,2237.04529
BTCUSDT,1h,2023-06-12 13:00:00,25965.1,25964.59,26059.59,25944.18,1224.51558
BTCUSDT,1h,2023-06-12 14:00:00,25964.6,25988.83,26029.25,25936.3,910.4549
BTCUSDT,1h,2023-06-12 15:00:00,25988.82,25933.1,25993.6,25899.89,967.00744
BTCUSDT,1h,2023-06-12 16:00:00,25933.1,25798.3,25933.11,25779.71,1714.07782
BTCUSDT,1h,2023-06-12 17:00:00,25798.29,25846.35,25878.84,25734.47,1501.21474
BTCUSDT,1h,2023-06-12 18:00:00,25846.35,25824.63,25866.34,25766.86,1285.36761
BTCUSDT,1h,2023-06-12 19:00:00,25824.63,25825.41,25905.23,25789.26,1232.739
BTCUSDT,1h,2023-06-12 20:00:00,25825.41,25804.56,25966.18,25652.04,2309.53466
BTCUSDT,1h,2023-06-12 21:00:00,25804.55,25845.31,25863.48,25756.77,864.86544
BTCUSDT,1h,2023-06-12 22:00:00,25845.32,25824.23,25851.27,25761.47,807.4572
BTCUSDT,1h,2023-06-12 23:00:00,25824.23,25893.48,25898.99,25804.3,745.83335
BTCUSDT,1h,2023-06-13 00:00:00,25893.48,25930.52,25939.33,25880.12,649.35736
