Symbol,Interval,Time,Open Price,Close Price,High Price,Low Price,Volume
BTCUSDT,1d,2023-04-24 03:00:00,27590.59,27510.93,28000.0,26942.82,53111.56874
BTCUSDT,1d,2023-04-25 03:00:00,27510.93,28300.79,28399.99,27192.0,52325.14637
BTCUSDT,1d,2023-04-26 03:00:00,28300.8,28415.29,30036.0,27235.0,129228.40403
BTCUSDT,1d,2023-04-27 03:00:00,28415.29,29472.77,29890.0,28378.86,95430.82431
BTCUSDT,1d,2023-04-28 03:00:00,29472.77,29311.7,29599.54,28891.0,54298.16578
BTCUSDT,1d,2023-04-29 03:00:00,29311.69,29230.45,29448.88,29031.0,20466.83058
BTCUSDT,1d,2023-04-30 03:00:00,29230.45,29233.21,29969.39,29079.59,39752.5372
BTCUSDT,1d,2023-05-01 03:00:00,29233.2,28068.26,29337.34,27666.95,64433.65958
BTCUSDT,1d,2023-05-02 03:00:00,28068.26,28669.86,28879.88,27872.0,50824.5224
BTCUSDT,1d,2023-05-03 03:00:00,28669.85,29026.16,29266.66,28113.69,64615.79213
BTCUSDT,1d,2023-05-04 03:00:00,29026.16,28838.16,29379.83,28663.64,42575.47501
BTCUSDT,1d,2023-05-05 03:00:00,28838.16,29505.61,29677.0,28800.0,58415.83048
BTCUSDT,1d,2023-05-06 03:00:00,29505.6,28848.2,29820.0,28300.0,49249.28459
BTCUSDT,1d,2023-05-07 03:00:00,28848.19,28430.1,29138.29,28395.23,30003.41028
BTCUSDT,1d,2023-05-08 03:00:00,28430.09,27668.79,28631.01,27262.0,68244.36179
BTCUSDT,1d,2023-05-09 03:00:00,27668.8,27628.27,27818.0,27353.0,40113.31069
BTCUSDT,1d,2023-05-10 03:00:00,27628.28,27598.75,28331.42,26777.0,71155.11355
BTCUSDT,1d,2023-05-11 03:00:00,27598.74,26968.62,27630.14,26702.05,47635.31365
BTCUSDT,1d,2023-05-12 03:00:00,26968.61,26795.01,27091.12,25811.46,67207.93494
BTCUSDT,1d,2023-05-13 03:00:00,26795.01,26775.28,27045.45,26692.03,22814.90421
BTCUSDT,1d,2023-05-14 03:00:00,26775.27,26917.62,27200.0,26560.53,21594.8036
BTCUSDT,1d,2023-05-15 03:00:00,26917.61,27162.14,27663.59,26726.0,40430.08333
BTCUSDT,1d,2023-05-16 03:00:00,27162.15,27033.84,27296.89,26852.11,33270.45451
BTCUSDT,1d,2023-05-17 03:00:00,27033.85,27405.61,27500.0,26544.71,42958.97785
BTCUSDT,1d,2023-05-18 03:00:00,27405.62,26821.28,27485.33,26361.2,49198.65143
BTCUSDT,1d,2023-05-19 03:00:00,26821.28,26880.26,27183.6,26630.0,28754.13544
BTCUSDT,1d,2023-05-20 03:00:00,26880.26,27102.43,27150.0,26825.11,14434.54718
BTCUSDT,1d,2023-05-21 03:00:00,27102.42,26747.78,27277.55,26666.03,21347.87279
BTCUSDT,1d,2023-05-22 03:00:00,26747.78,26849.27,27099.89,26538.21,26458.83828
BTCUSDT,1d,2023-05-23 03:00:00,26849.28,27219.61,27495.83,26798.11,38700.83858
BTCUSDT,1d,2023-05-24 03:00:00,27219.61,26329.01,27219.61,26080.5,54393.0657
BTCUSDT,1d,2023-05-25 03:00:00,26329.0,26473.79,26631.98,25871.89,37435.44895
BTCUSDT,1d,2023-05-26 03:00:00,26473.8,26705.92,26932.16,26327.24,35061.18713
BTCUSDT,1d,2023-05-27 03:00:00,26705.93,26854.27,26895.0,26551.0,15095.6867
BTCUSDT,1d,2023-05-28 03:00:00,26854.28,28065.0,28261.32,26764.36,43916.00855
BTCUSDT,1d,2023-05-29 03:00:00,28065.01,27736.4,28447.14,27524.6,42385.41945
BTCUSDT,1d,2023-05-30 03:00:00,27736.39,27694.4,28038.59,27554.0,32686.75371
BTCUSDT,1d,2023-05-31 03:00:00,27694.39,27210.35,27835.51,26839.01,46588.80573
BTCUSDT,1d,2023-06-01 03:00:00,27210.36,26817.93,27350.0,26605.05,39217.8088
BTCUSDT,1d,2023-06-02 03:00:00,26817.93,27242.59,27300.0,26505.0,36380.90269
BTCUSDT,1d,2023-06-03 03:00:00,27242.59,27069.22,27333.29,26914.93,16595.34117
BTCUSDT,1d,2023-06-04 03:00:00,27069.22,27115.21,27455.02,26951.0,19258.41049
BTCUSDT,1d,2023-06-05 03:00:00,27115.2,25728.2,27129.33,25388.0,65805.60305
BTCUSDT,1d,2023-06-06 03:00:00,25728.2,27230.08,27355.33,25351.02,68392.60438
BTCUSDT,1d,2023-06-07 03:00:00,27230.07,26339.34,27391.77,26125.01,59619.44364
BTCUSDT,1d,2023-06-08 03:00:00,26339.34,26498.61,26810.0,26210.0,31075.51083
BTCUSDT,1d,2023-06-09 03:00:00,26498.62,26477.81,26783.33,26269.91,27934.7097
BTCUSDT,1d,2023-06-10 03:00:00,26477.8,25841.21,26533.87,25358.0,64944.60108
BTCUSDT,1d,2023-06-11 03:00:00,25841.22,25925.55,26206.88,25634.7,30014.29595
BTCUSDT,1d,2023-06-12 03:00:00,25925.54,25905.19,26106.48,25602.11,29900.50893
